SHEET_TYPE_TEXT,Max Num Of Chars,Dead Text,Hash Codes,,Languages,,,,,,,,,,,,,Output For All Levels,HT_File_Map_ab_cana,HT_File_Map_ab_cncl,HT_File_Map_ab_cin1,HT_File_Map_ab_cin2,HT_File_Map_ab_musm,HT_File_Map_ab_nrth,HT_File_Map_ab_sewr,HT_File_Map_ab_shop,HT_File_Map_ab_sth,HT_File_Map_ak_du6,HT_File_Map_hl_cp,HT_File_Map_hl_da2,HT_File_Map_hl_da3,HT_File_Map_hl_dng,HT_File_Map_hl_ext,HT_File_Map_hl_ws1,HT_File_Map_hl_ws2,HT_File_Map_hl_ws3,HT_File_Map_hl_rm1,HT_File_Map_lu_pala,HT_File_Map_lu_pyra,HT_File_Map_MG_Simon,HT_File_Map_mg_pairs,HT_File_Map_mg_shoot,HT_File_Map_mg_walls,HT_File_Map_mu_cast,HT_File_mum_eye,HT_File_mum_eyei,HT_File_mum_gebq,HT_File_Map_mu_htrn,HT_File_Map_mu_imp2,HT_File_mum_inch,HT_File_mum_jail,HT_File_mum_ldge,HT_File_mum_pala,HT_File_Map_mu_roto,HT_File_mum_sewr,HT_File_mum_towr,HT_File_mum_trch,HT_File_mum_trei,HT_File_mum_udng,HT_File_mum_well,HT_File_urk_4pat,HT_File_Map_ur_cast,HT_File_Map_ur_intr,HT_File_FrontEnd,HT_File_DemoMap,HT_File_Monster_Test,HT_File_Mummy_Test,HT_File_Map_cas_lowr,HT_File_BOSTest,,Game Data,,,Sound Information,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_WakeUp1f,,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,당신에 관한 책을 써드릴까요?<N>  <B 1> 예.<N>  <B 2> 아니오.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,Would you like me to write a book about you?<N>  <B 1> Yes.<N>  <B 2> No.<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_WakeUp1f_yes,,"I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","이 책이 저에겐 더 이상 필요없군요, 새 책을 시작할겁니다.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>","I guess I don't need this book anymore, I will start a new one.... <E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_WakeUp1f_no,,"Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","좋아요, 당신은 명성을 원하지 않는 군요, 그것을 존중합니다만 생각이 바뀌면 돌아오세요. 일거리도 없어서 이 근처에 있을 겁니다. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>","Ok, I understand, you don't like fame, I respect that, but come back to me if you change your mind. I have no job, so I will be around here. <E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_GiveMeYourStory,,"Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","훌륭해요, 이제 맨 처음부터 이야기해주고 하나도 빼놓지 마세요!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>","Excellent, now tell me it all from the very beginning and spare no detail!<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_BookUpdated,,"Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","정말 매력적인 사람이군요.<P>이제 새 책에 필요한 모든 정보가 있습니다. 이 먼지나는 오랜 책은 더 이상 필요가 없어요, 여기, 가져가요.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>","Well you are a fascinating individual.<P>Now I have all this information I can start a new book. I won't be needing this dusty old one any more, here you take it.<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_StoryDenied,,"That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","안됐군요, 당신의 탐험에 관해 듣고 싶었는데.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>","That's a shame, I was looking forward to hearing about your adventure.<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_AbydosAnecdote1,,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,이쉬카가 가짜라고 누가 생각이나 했겠어요.<P>왕 자신의 조언자가 바뀔 수 있다면 어떤 이가 영향을 받을지 누가 알겠어요.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,Who would have thought that Ishka was an impostor.<P>If a King's own advisor can be turned who knows who else could be effected.<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_SakkaraAnecdote1,,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,사카라 일화 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,Sakkara Anecdote 1<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_LuxorAnecdote1,,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,룩소르 일화 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,Luxor Anecdote 1<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_AskForStory,,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,생각이 바뀌셨습니까? 당신의 이야기를 저에게 말해주시겠습니까?<N>  <B 1> 예<N>  <B 2> 아니오<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,Changed your mind? Are you going to tell me your story?<N>  <B 1> Yes<N>  <B 2> No<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_YesNo,,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>그에게 말한다<N><B 2>그에게 말하지 않는다<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,<END TT><B 1>Tell him<N><B 2>Don't tell him<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Scribe_GiveForgerItem,,"You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","잉크가 필요한가요? 그럼 저처럼 작가가 되기로 결정하신건가요? 별로 놀랍지는 않군요, 정말 좋은 직업이니깐.<P>저처럼 잘 하려면 다년간의 연습이 필요하지만 동료작가들에게 항상 권장하죠. 여기 이것을 가져가세요.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>","You need some ink? So you've decided to become a writer like myself? I am not surprised, it is a most enjoyable occupation.<P>It will take years of practice to become as good as me but I'm always happy to encourage budding scribes. Here take this.<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_Help_GotForgerItem,,"<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR><FC 0,128,0>필기 잉크<END FC>를 구했다!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>","<N><CNTR>You got the <FC 0,128,0>Scribes Ink<END FC>!<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_CursedPalace_Help_GotBookOfTheDead,,"<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>You got the <FC 0,128,0>Book of the Dead<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>With this ancient tome you can summon Bas-Ket to<N><CNTR>transport <FC 0,128,0>Canopic Vases<END FC> to the Mummy!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>You got the <FC 0,128,0>Book of the Dead<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>With this ancient tome you can summon Bas-Ket to<N><CNTR>transport <FC 0,128,0>Canopic Vases<END FC> to the Mummy!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>Du hast nun das <FC 0,128,0>Buch der Toten<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>Mit diesem alten Wälzer kannst du Tragek-Orb beschwören, damit er<N><CNTR><FC 0,128,0>Urnen<END FC> zur Mumie bringt!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>Tu as le <FC 0,128,0>Livre des Morts<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>Il te permet d'invoquer Khorb-Èye pour<N><CNTR>transporter les <FC 0,128,0>Vases canopes<END FC> auprès de la momie.<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>¡Tienes el <FC 0,128,0>Libro de los Muertos<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>¡Con este tomo antiguo, puedes invocar a Kan-Asta para<N><CNTR>que lleve los <FC 0,128,0>Canopes<END FC> a la Momia!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>Hai il <FC 0,128,0>Libro dei Morti<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>Con questo antico tomo puoi evocare Bas-Ket per<N><CNTR>trasportare i <FC 0,128,0>Vasi canopi<END FC> alla Mummia!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR><FC 0,128,0>사자의 서<END FC>를 구했다!<P><ES HT_Text_ES_S_HelpText><N><CNTR>이 고대의 책 한 권으로 바스-켓을 소환하여<N><CNTR><FC 0,128,0>납골단지들<END FC>을 미이라에게 보낼 수 있다!<ES HT_Text_ES_S_HelpText><E>","**<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>You got the <FC 0,128,0>Book of the Dead<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>With this ancient tome you can summon Bas-Ket to<N><CNTR>transport <FC 0,128,0>Canopic Vases<END FC> to the Mummy!<ES HT_Text_ES_S_HelpText><E>*","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>You got the <FC 0,128,0>Book of the Dead<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>With this ancient tome you can summon Bas-Ket to<N><CNTR>transport <FC 0,128,0>Canopic Vases<END FC> to the Mummy!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>You got the <FC 0,128,0>Book of the Dead<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>With this ancient tome you can summon Bas-Ket to<N><CNTR>transport <FC 0,128,0>Canopic Vases<END FC> to the Mummy!<ES HT_Text_ES_S_HelpText><E>","<EFF><EPO><ES HT_Text_ES_S_HelpText><N><CNTR>Você conseguiu o <FC 0,128,0>Livro dos Mortos<END FC>!<P><ES HT_Text_ES_S_HelpText><N><CNTR>Com este antigo livro você pode invocar Ces-To para<N><CNTR>transportar <FC 0,128,0>Vasos Canópicos<END FC> para a Múmia!<ES HT_Text_ES_S_HelpText><E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_FortuneTeller_WakeUp,,"Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","뭐? 어디? 오, 나는 <FC 128,64,0>헬리오폴리스<END FC>의 파라오의 궁정 점술사입니다.<P>30 스캐럽을 내 손에 놓으면 성스러운 앙크 조각의 위치를 알려드릴 것이라는 것이 보이는 군요.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>","Wha? Where? Oh. I am the royal fortune teller to the pharaoh of <FC 128,64,0>Heliopolis<END FC>.<P>I foresee that if you cross my palm with 30 scarabs I can reveal the location of a sacred Ankh Piece.<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_FortuneTeller_AskPrediction,,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,성스러운 앙크 조각의 위치를 밝히려면 30 스캐럽을 내 손에 놓으십시오.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,Cross my palm with 30 scarabs to reveal the location of a sacred Ankh Piece.<E>,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,HT_Text_Hel_CursedPalace_FortuneTeller_GoAway,,"Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","그럼 가버려요, 나는 바쁜 여자랍니다!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>","Then begone, I am a busy woman!<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_CursedPalace_Mother_WakeUp,,"What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>","What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>","Was ist passiert? Ach! Meine lieben Hündchen sind weg!<P>Bitte, Herr, du musst mir helfen! Das Letzte, an das ich mich erinnern kann, ist, dass meine Hunde frech wurden und mich angriffen! Warum haben sie das getan?!<P>Sie scheinen nun fortgelaufen zu sein, und ich wäre dir äußerst dankbar, wenn du sie mir zurück brächtest.<P>Aber sei vorsichtig. Als ich sie zuletzt sah, waren sie, na sagen wir, schlecht gelaunt...<E>","Que... Que s'est-il passé? Ah!... Mes chers toutous ont disparu!<P>Mes chiens en train de m'attaquer, c'est tout ce dont je me souviens! Mais pourquoi? Et pour couronner le tout, ils ont disparu!<P>Je t'en prie, aide-moi! Ils se sont enfuit, j'aimerais que tu les retrouves.<P>Attention tout de même. Ils étaient, comment dire, de très mauvais poil...<E>","¿Qué ha pasado? ¡Oh! ¡Mis queridos perritos no están!<P>¡Por favor, tienes que ayudarme! Lo último que recuerdo es que mis perritos se volvieron agresivos y me atacaron. ¿Por qué lo harían?<P>Al parecer, se han escapado, pero si los encuentras, te estaría muy agradecida.<P>Ten cuidado. Digamos que no tenían muy buen genio la última vez que los vi.<E>","Che è successo? Oh, i miei preziosi cagnolini sono spariti!<P>Ti prego, signore, aiutami! L'ultima cosa che ricordo è che i cagnolini sono diventati cattivi e mi hanno attaccato! Ma perché?!<P>Sembra che siano scappati: se li trovassi te ne sarei molto grata.<P>Comunque fai attenzione. L'ultima volta che li ho visti erano, come dire, un po' alterati...<E>","어떻게 된 거지? 오! 나의 소중한 강아지들이 사라졌어!<P>부탁입니다, 선생님, 저를 좀 도와주세요! 제가 기억하는 마지막은 저의 개들이 이상하게 변해서 저를 공격했어요! 왜 그랬을까요?!<P>지금은 다들 달아난 것 같은데, 저에게 그들을 찾아주신다면 정말 감사 드리겠습니다. 개들은, 제가 마지막으로 보았을 때, 흔히 말하는 것처럼,  성질을 부리고 있었다고나 할까요...<E>","**What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>*","What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>","What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>","What happened? Oh! My precious doggies are gone!<P>Please sir, you must help me! The last thing I remember is my doggies turning nasty and attacking me! Why would they do that?!<P>They seem to have run off now, but if you could find them for me I would be most grateful.<P>Be careful though. They were, shall we say, ill tempered when I last saw them...<E>",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
